5	85313.509000	85319.128000	RECORDED BY: Zep1.10.11
5	85313.509000	85319.128000	EXPERIMENT: reading
5	85313.509000	85319.128000	RESEARCHER: JD
5	85313.509000	85319.128000	PARTICIPANT: pp001
5	85313.509000	85319.128000	SESSION: 6
5	85313.509000	85319.128000	LIST: 1
5	85313.509000	85319.128000	RECORDING: 1
5	85313.509000	85319.128000	DISPLAY_COORDS 0 0 1919 1079
5	85319.161000	85325.113000	Text Reading Experiment
5	85325.231000	85331.116000	trialbeg 003 1 003 FILL
5	85331.164000	85337.124000	plafile FILL003.png
5	87907.959000	87911.969000	SYNCTIME -1
5	87910.992000	87914.939000	-1 DISPLAY ON
5	96385.668000	96388.942000	SYNCTIME -1
5	96388.972000	96394.927000	-1 DISPLAY ON
5	99922.395000	99926.446000	trialend 003 1 003 FILL
5	99925.507000	99929.415000	trialbeg 004 2 004 FILL
5	99928.454000	99932.418000	plafile FILL004.png
5	101515.722000	101521.552000	SYNCTIME -1
5	101520.585000	101524.543000	-1 DISPLAY ON
5	109844.834000	109850.457000	trialend 004 2 004 FILL
5	109850.655000	109856.427000	trialbeg 002 3 002 CNDB
5	109856.460000	109861.437000	plafile CNDB002.png
0	111345.689000	111345.258000	550.154466	342.868083	2.573610
1	111345.689000	111345.258000	551.143911	360.080154	2.598976
0	111348.637000	111349.258000	549.125658	342.984370	2.574108
1	111348.637000	111349.258000	551.424001	360.619919	2.602831
0	111354.635000	111353.259000	548.393578	343.381879	2.572042
1	111354.635000	111353.259000	550.375769	359.517227	2.600507
0	111357.614000	111357.260000	548.701404	342.627620	2.566145
1	111357.614000	111357.260000	549.576705	359.077697	2.599285
0	111360.635000	111361.261000	548.829174	343.840382	2.568019
1	111360.635000	111361.261000	548.128786	360.157732	2.599227
0	111366.668000	111365.262000	548.840479	343.133268	2.563632
1	111366.668000	111365.262000	546.119536	359.366720	2.602633
0	111369.633000	111369.264000	548.600396	343.775877	2.561867
1	111369.633000	111369.264000	546.066552	358.118656	2.605042
0	111372.642000	111373.265000	548.218091	344.851476	2.560110
1	111372.642000	111373.265000	546.725648	358.446170	2.602883
0	111378.656000	111377.266000	547.498331	345.231147	2.560324
1	111378.656000	111377.266000	546.695255	357.061966	2.604204
0	111381.713000	111381.267000	546.143015	345.504285	2.560325
1	111381.713000	111381.267000	545.268007	355.154213	2.599064
0	111384.684000	111385.268000	545.341513	345.220605	2.563407
1	111384.684000	111385.268000	545.339188	354.504063	2.595001
0	111390.671000	111389.269000	546.157038	343.735216	2.563658
1	111390.671000	111389.269000	545.083287	353.741028	2.591854
0	111393.643000	111393.270000	546.447301	343.566957	2.564697
1	111393.643000	111393.270000	545.702893	352.421367	2.589575
0	111396.677000	111397.271000	547.279959	342.164831	2.564264
1	111396.677000	111397.271000	545.649750	351.754672	2.584452
0	111402.680000	111401.272000	547.026522	342.287862	2.563022
1	111402.680000	111401.272000	546.280203	351.888329	2.580620
0	111405.653000	111405.273000	548.111567	340.882359	2.563304
1	111405.653000	111405.273000	547.310995	351.082569	2.578289
0	111408.751000	111409.273000	548.818051	341.215461	2.562788
1	111408.751000	111409.273000	547.888400	352.029961	2.574956
0	111414.681000	111413.274000	550.083652	340.809467	2.557689
1	111414.681000	111413.274000	548.440547	353.453288	2.573325
0	111417.677000	111417.274000	550.106307	342.925003	2.558621
1	111417.677000	111417.274000	547.448372	354.565404	2.571652
0	111420.675000	111421.275000	549.651154	342.652059	2.553604
