MSG	85319	RECORDED BY: Zep1.10.11
MSG	85319	EXPERIMENT: reading
MSG	85319	RESEARCHER: JD
MSG	85319	PARTICIPANT: pp001
MSG	85319	SESSION: 6
MSG	85319	LIST: 1
MSG	85319	RECORDING: 1
MSG	85319	DISPLAY_COORDS 0 0 1919 1079
MSG	85325	Text Reading Experiment
MSG	85331	trialbeg 003 1 003 FILL
MSG	85337	plafile FILL003.png
MSG	87911	SYNCTIME -1
MSG	87914	-1 DISPLAY ON
MSG	96388	SYNCTIME -1
MSG	96394	-1 DISPLAY ON
MSG	99926	trialend 003 1 003 FILL
MSG	99929	trialbeg 004 2 004 FILL
MSG	99932	plafile FILL004.png
MSG	101521	SYNCTIME -1
MSG	101524	-1 DISPLAY ON
MSG	109850	trialend 004 2 004 FILL
MSG	109856	trialbeg 002 3 002 CNDB
START	109856	LEFT	RIGHTSAMPLES	EVENTS
EVENTS	GAZE	LEFT	RIGHT	RATE	250	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	HTARGET	RATE	250	TRACKING	CR	FILTER	2
MSG	109861	plafile CNDB002.png
111345	550.154466	342.868083	2.57361	551.143911	360.080154	2.598976
111349	549.125658	342.98437	2.574108	551.424001	360.619919	2.602831
111353	548.393578	343.381879	2.572042	550.375769	359.517227	2.600507
111357	548.701404	342.62762	2.566145	549.576705	359.077697	2.599285
111361	548.829174	343.840382	2.568019	548.128786	360.157732	2.599227
111365	548.840479	343.133268	2.563632	546.119536	359.36672	2.602633
111369	548.600396	343.775877	2.561867	546.066552	358.118656	2.605042
111373	548.218091	344.851476	2.56011	546.725648	358.44617	2.602883
111377	547.498331	345.231147	2.560324	546.695255	357.061966	2.604204
111381	546.143015	345.504285	2.560325	545.268007	355.154213	2.599064
111385	545.341513	345.220605	2.563407	545.339188	354.504063	2.595001
111389	546.157038	343.735216	2.563658	545.083287	353.741028	2.591854
111393	546.447301	343.566957	2.564697	545.702893	352.421367	2.589575
111397	547.279959	342.164831	2.564264	545.64975	351.754672	2.584452
111401	547.026522	342.287862	2.563022	546.280203	351.888329	2.58062
111405	548.111567	340.882359	2.563304	547.310995	351.082569	2.578289
111409	548.818051	341.215461	2.562788	547.8884	352.029961	2.574956
111413	550.083652	340.809467	2.557689	548.440547	353.453288	2.573325
111417	550.106307	342.925003	2.558621	547.448372	354.565404	2.571652
111421	549.651154	342.652059	2.553604	545.60362	356.226395	2.574008
111425	550.525025	346.549238	2.555441	545.726722	356.84466	2.572415
