MSG	35297	RECORDED BY: Zep1.10.11
MSG	35297	EXPERIMENT: reading
MSG	35297	RESEARCHER: JD
MSG	35297	PARTICIPANT: pp002
MSG	35297	SESSION: 7
MSG	35297	LIST: 2
MSG	35297	RECORDING: 1
MSG	35297	DISPLAY_COORDS 0 0 1919 1079
MSG	35300	Text Reading Experiment
MSG	35303	trialbeg 003 1 003 FILL
MSG	35306	plafile FILL003.png
MSG	37878	SYNCTIME -1
MSG	37884	-1 DISPLAY ON
MSG	44424	SYNCTIME -1
MSG	44430	-1 DISPLAY ON
MSG	47682	trialend 003 1 003 FILL
MSG	47688	trialbeg 002 2 002 CNDA
START	47688	LEFT	RIGHTSAMPLES	EVENTS
EVENTS	GAZE	LEFT	RIGHT	RATE	250	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	HTARGET	RATE	250	TRACKING	CR	FILTER	2
MSG	47694	plafile CNDA002.png
49177	561.12145	353.390908	2.618988	568.779368	403.752502	2.595466
49181	560.914421	356.233424	2.616112	568.619475	401.568913	2.596888
49185	559.522466	360.412248	2.612662	570.43648	399.806127	2.597802
49189	559.929869	361.761846	2.614662	570.72635	397.908197	2.59689
49193	558.431348	364.578648	2.61112	572.199385	393.626125	2.594494
49197	557.029884	367.709715	2.607173	572.357129	393.932939	2.594981
49201	555.457442	367.683241	2.607873	573.604122	391.890619	2.595803
49205	553.302673	370.326321	2.604289	574.583671	390.637302	2.592822
49209	552.011891	370.62939	2.603386	576.054322	389.067455	2.595062
49213	550.285249	371.912572	2.60093	576.426124	388.07214	2.595885
49217	549.669138	372.457436	2.59771	576.913904	388.654355	2.594531
49221	549.231789	372.275164	2.597365	576.084436	388.503316	2.592462
49225	547.865773	373.436791	2.598784	576.006564	389.002077	2.595247
49229	547.284274	373.621804	2.598386	575.369173	391.509612	2.597895
49233	546.211415	373.81154	2.597341	575.022929	391.77597	2.600946
49237	546.434069	374.096818	2.597773	574.103936	394.462816	2.597199
49241	546.902667	373.295015	2.593766	574.23969	393.794324	2.596127
49245	547.474782	372.936718	2.590372	573.893726	394.406476	2.594469
49249	548.394204	373.02298	2.59325	573.320446	396.037499	2.595104
49253	548.521038	374.132833	2.591255	573.114001	395.953141	2.597482
49257	549.469551	373.317125	2.591277	574.027658	393.478457	2.596547
49261	549.074925	370.714379	2.591134	574.938623	393.038537	2.597569
49265	548.425602	369.307567	2.591518	575.713423	388.910636	2.598947
49269	548.993198	366.583446	2.600899	577.465608	390.913384	2.597135
49273	549.26893	363.853374	2.607548	577.448274	387.750332	2.597689
49277	549.496951	363.202935	2.608151	578.750677	387.332308	2.597628
49281	547.705061	360.68661	2.607836	579.332947	385.728618	2.598113
SFIX	L	49285
SFIX	R	49285
49285	548.927604	358.618775	2.601526	579.390302	386.700064	2.595005
MSG	49287	SYNCTIME -1
49289	548.957918	357.773214	2.602224	580.930999	383.932056	2.59251
MSG	49293	-1 DISPLAY ON
49293	547.380341	355.085832	2.606925	582.248773	383.881542	2.593476
49297	547.473219	353.429425	2.613255	583.101414	382.980324	2.594266
49301	546.436904	352.322795	2.611479	583.194738	384.458159	2.598884
49305	545.671129	352.651076	2.607383	582.514511	385.297629	2.597688
49309	545.539375	352.634973	2.605685	580.997363	387.63068	2.59669
49313	546.275434	354.634063	2.607745	579.601897	389.206896	2.59422
49317	546.864279	355.069969	2.608679	578.9851	389.956897	2.595079
49321	546.716272	353.946937	2.609586	577.125225	393.018545	2.5913
49325	547.842274	354.82547	2.608167	576.450654	398.499571	2.588115
49329	547.307721	355.548642	2.608937	575.228554	403.424027	2.587845
49333	547.774482	355.883987	2.612155	572.115602	402.452753	2.587358
49337	547.889914	356.476404	2.61471	571.886792	406.14557	2.584083
49341	547.940243	357.293814	2.612756	569.275242	410.353692	2.580003
49345	548.63445	356.329079	2.611247	568.764526	410.279244	2.578703
49349	549.680726	356.21968	2.608987	566.915494	416.124539	2.577672
49353	550.347395	356.862794	2.611927	566.793034	416.748849	2.579465
49357	549.458244	355.658778	2.60997	566.047328	418.454874	2.57802
49361	550.207562	355.596967	2.610747	565.936828	419.309516	2.574557
49365	551.27473	356.926008	2.612583	565.210799	421.065346	2.574737
49369	552.123334	357.967454	2.614055	565.149496	419.28346	2.571541
49373	552.441248	358.730848	2.615428	564.654896	419.043422	2.569202
49377	552.542207	360.134904	2.617639	564.161921	419.004455	2.571007
49381	553.700965	360.731263	2.61568	564.539691	417.716195	2.57485
49385	553.367927	360.467352	2.6152	565.907133	412.73024	2.578486
49389	552.963278	361.605225	2.612363	566.261109	411.762506	2.580914
49393	552.361166	363.106362	2.61209	566.365381	414.185473	2.57788
49397	551.668026	363.056961	2.610719	567.650955	409.039772	2.580063
49401	553.899352	364.017828	2.607165	567.012577	408.8663	2.579093
49405	553.383855	364.758157	2.608103	568.147547	404.782904	2.577859
49409	551.630289	364.562015	2.603864	568.46694	405.260629	2.578696
49413	549.709001	365.006885	2.605811	568.681679	401.628536	2.586642
49417	549.563572	364.786663	2.604309	568.593403	401.255181	2.587538
49421	547.681826	366.104526	2.604071	569.105825	399.161441	2.594201
49425	547.287751	366.216667	2.601345	568.228236	397.828299	2.601167
49429	546.670049	367.105631	2.59669	566.861469	395.824332	2.607327
49433	547.363242	366.34599	2.599722	565.794657	393.353198	2.612914
49437	547.214049	365.704129	2.597673	564.44506	387.584769	2.611887
49441	548.348137	365.251269	2.597329	561.754933	383.881802	2.610757
49445	548.29722	363.940871	2.591307	561.260722	381.506673	2.613322
49449	547.330567	361.893665	2.592491	558.820633	380.277829	2.61587
49453	549.814214	359.498226	2.590103	557.446379	380.242131	2.61782
49457	550.359307	356.617262	2.592965	556.666262	380.095861	2.615954
49461	552.080855	354.995845	2.592266	557.68568	383.597759	2.616557
49465	553.325048	354.132244	2.593916	558.372559	386.803775	2.616812
49469	552.585648	351.768759	2.597434	558.952569	390.987332	2.616937
49473	554.749084	350.249732	2.599891	560.583243	395.763853	2.615033
49477	554.637291	349.343543	2.600869	563.500288	396.960954	2.611523
49481	554.75377	347.69985	2.606355	563.357055	394.869353	2.609094
EFIX	R	49285	49481	195	568.62286946	399.26438414	195
SSAC	R	49485
49485	555.209939	346.909329	2.604942	568.176661	401.489508	2.606456
EFIX	L	49285	49485	199	549.914949667	358.166630137	199
SSAC	L	49489
49489	563.3101	348.051829	2.600134	592.912378	403.318288	2.606158
49493	589.255795	346.867972	2.603169	647.712615	404.10754	2.601761
49497	622.951976	345.765803	2.610046	679.42141	405.681244	2.599251
ESAC	R	49485	49497	12	568.62286946	399.26438414	662.453366649	394.003661838	12	
SFIX	R	49501
49501	637.309173	346.912923	2.60351	682.476229	406.823132	2.599378
ESAC	L	49489	49501	11	549.914949667	358.166630137	644.156340892	341.487555541	11	
SFIX	L	49505
49505	631.634035	345.894128	2.607096	677.569671	407.374715	2.594213
49509	638.52314	347.014124	2.602007	675.956013	408.809884	2.59489
49513	638.176643	346.22105	2.600017	676.966345	409.003937	2.590382
49517	642.660095	346.207039	2.601087	674.348927	408.551323	2.586826
49521	642.262829	343.704122	2.604399	666.502583	409.019832	2.585067
49525	642.811072	341.102634	2.604933	670.781738	409.159026	2.584944
49529	644.079638	341.331488	2.603442	668.442059	408.968572	2.584391
49533	644.911462	341.233875	2.604744	671.19826	409.166089	2.579275
49537	646.381389	340.525665	2.608403	668.294775	407.526322	2.586416
49541	646.287506	340.716134	2.607286	665.744046	405.961435	2.592482
49545	646.522015	340.853074	2.610242	663.990146	403.334928	2.598466
49549	647.484128	340.722975	2.611634	662.11295	400.53067	2.601774
49553	647.589341	339.653669	2.610163	660.089474	398.368417	2.60754
49557	646.336017	340.1273	2.614013	658.522039	392.817018	2.60895
49561	645.72176	341.631925	2.614859	658.575556	391.882106	2.609763
49565	646.002524	343.341787	2.611506	656.59005	389.259636	2.608248
49569	645.152872	343.420653	2.613699	656.416992	389.991333	2.609163
49573	644.827669	344.71736	2.614059	656.437107	389.279508	2.611315
49577	644.407586	344.547726	2.612079	655.262553	386.332386	2.614078
49581	642.661504	345.917304	2.614056	654.423732	386.086191	2.613938
49585	642.293544	346.428388	2.618033	654.761135	384.642794	2.619687
49589	642.128299	345.82875	2.622799	654.567151	384.265784	2.623708
49593	643.206292	345.923478	2.624398	654.527545	383.614863	2.628091
49597	641.968869	343.670233	2.625029	655.570159	383.631865	2.632117
49601	642.293147	342.566964	2.62896	656.075121	384.404927	2.63351
49605	643.283721	341.010697	2.62938	656.521255	385.164115	2.63701
49609	643.045596	341.640082	2.629055	657.124236	385.359262	2.640924
49613	644.05518	340.306645	2.627137	658.103497	385.388628	2.644704
49617	644.394372	338.640461	2.626967	658.600365	385.030906	2.647858
49621	644.175713	337.454984	2.628467	659.296258	384.97301	2.64911
49625	645.243243	335.799532	2.630761	660.498497	385.242653	2.646796
49629	646.925567	335.132379	2.632126	660.93938	385.635835	2.648723
49633	646.615918	335.239378	2.629847	661.348316	385.642784	2.651255
49637	646.77471	335.038827	2.628469	661.570993	386.051261	2.650496
49641	646.964506	335.918042	2.627172	660.326628	385.41556	2.652546
49645	647.285472	336.442243	2.624968	660.242785	385.424781	2.650612
EFIX	R	49501	49645	143	662.453366649	394.003661838	143
SSAC	R	49649
49649	648.697239	339.11444	2.625999	663.22032	381.695209	2.643707
EFIX	L	49505	49649	143	644.156340892	341.487555541	143
SSAC	L	49653
49653	651.092162	338.363831	2.621196	684.534261	384.489372	2.645513
49657	709.779008	341.888924	2.621897	758.648542	380.901097	2.643572
49661	770.219986	343.199436	2.620956	817.618763	378.20895	2.643622
49665	802.360048	346.975139	2.62242	846.62493	377.239175	2.639536
ESAC	R	49649	49665	16	662.453366649	394.003661838	850.7884298	368.0156817	16	
SFIX	R	49669
49669	813.084639	350.76304	2.620181	850.357565	374.627355	2.639519
ESAC	L	49653	49669	16	644.156340892	341.487555541	845.33662048	356.50702294	16	
SFIX	L	49673
49673	827.861523	352.14715	2.616055	854.835544	374.158703	2.640304
