MSG	1550385	RECORDED BY: Zep1.10.11
MSG	1550385	EXPERIMENT: reading
MSG	1550385	RESEARCHER: JD
MSG	1550385	PARTICIPANT: dummy
MSG	1550385	SESSION: 1
MSG	1550385	LIST: 1
MSG	1550385	RECORDING: 1
MSG	1693383	Text Reading Experiment
MSG	1693389	DISPLAY_COORDS	0	0	1919	1079
MSG	1693395	trialbeg 004 1 004 CNDB
MSG	1693401	plafile CNDB004.bmp
SFIX	L	1695129
SFIX	R	1695457
1695881	400.934	365.63	3.00414	406.224	389.216	2.76947	.....	0	0	0	.............
1695885	401.131	364.992	3.00459	406.352	387.988	2.77266	.....	0	0	0	.............
START	1695885	LEFT	RIGHT	SAMPLES	EVENTS
1695889	400.086	365.216	3.00514	405.382	388.074	2.77405	.....	0	0	0	.............
1695893	400.583	365.355	3.00854	406.105	386.532	2.77825	.....	0	0	0	.............
1695897	401.805	364.51	3.0096	405.671	383.437	2.77799	.....	0	0	0	.............
1695901	402.439	364.858	3.01103	404.713	382.779	2.77715	.....	0	0	0	.............
1695905	402.517	364.436	3.01082	404.419	381.558	2.77951	.....	0	0	0	.............
1695909	402.662	363.421	3.01283	403.797	385.982	2.77156	.....	0	0	0	.............
1695913	401.776	362.365	3.01098	405.514	386.056	2.76819	.....	0	0	0	.............
1695917	399.915	360.671	3.01287	403.874	390.046	2.76123	.....	0	0	0	.............
1695921	399.981	359.04	3.01447	402.56	392.484	2.75611	.....	0	0	0	.............
1695925	399.41	357.749	3.01751	402.043	393.242	2.7532	.....	0	0	0	.............
1695929	398.478	357.596	3.01659	401.936	393.878	2.75503	.....	0	0	0	.............
EFIX	R	1695457	1695932	475	406.39	388.981	0
1695933	398.714	357.905	3.01694	400.62	389.931	2.75797	.....	0	0	0	.............
1695937	400.306	358.451	3.01294	396.596	392.109	2.76063	.....	0	0	0	.............
SFIX	R	1695937
1695941	399.06	358.1	3.00557	391.699	386.74	2.76685	.....	0	0	0	.............
1695945	398.812	357.439	3.00433	388.394	383.838	2.77074	.....	0	0	0	.............
1695949	399.164	357.828	3.00087	389.011	380.998	2.77545	.....	0	0	0	.............
1695953	399.807	358.505	2.99678	386.391	380.571	2.7794	.....	0	0	0	.............
1695957	400.04	358.645	2.99825	383.231	376.386	2.78753	.....	0	0	0	.............
1695961	401.653	359.788	2.99399	383.224	373.5	2.79416	.....	0	0	0	.............
1695965	403.583	361.521	2.98889	384.06	371.253	2.79859	.....	0	0	0	.............
1695969	404.267	363.07	2.98453	382.195	369.881	2.8035	.....	0	0	0	.............
1695973	405.072	363.973	2.98302	381.366	368.714	2.80985	.....	0	0	0	.............
MSG	1695975	SYNCTIME -1
1695977	406.34	364.744	2.97965	381.659	367.546	2.81028	.....	0	0	0	.............
1695981	405.851	365.064	2.97416	381.568	365.899	2.81323	.....	0	0	0	.............
MSG	1695981	-1 DISPLAY ON
1695985	406.932	366.179	2.97162	382.688	366.116	2.81391	.....	0	0	0	.............
1695989	407.96	367.162	2.97041	383.951	365.406	2.81361	.....	0	0	0	.............
1695993	408.341	367.304	2.97172	383.907	362.929	2.81649	.....	0	0	0	.............
1695997	409.14	368.035	2.97171	384.724	363.678	2.8155	.....	0	0	0	.............
1696001	409.887	369.178	2.97224	384.559	362.766	2.81755	.....	0	0	0	.............
1696005	410.01	368.988	2.97469	384.396	363.127	2.8178	.....	0	0	0	.............
1696009	410.389	369.193	2.96939	384.532	365.538	2.81568	.....	0	0	0	.............
1696013	411.061	368.459	2.96696	384.742	371.367	2.81583	.....	0	0	0	.............
1696017	412.068	367.653	2.96748	385.558	373.732	2.81076	.....	0	0	0	.............
1696021	410.841	367.164	2.9713	385.909	376.129	2.80352	.....	0	0	0	.............
1696025	410.496	366.33	2.97346	386.905	380.582	2.79557	.....	0	0	0	.............
1696029	410.626	365.473	2.97661	388.961	382.185	2.79377	.....	0	0	0	.............
1696033	407.784	364.62	2.97777	390.509	383.685	2.79113	.....	0	0	0	.............
1696037	409.091	363.99	2.97983	391.601	387.581	2.78992	.....	0	0	0	.............
1696041	406.729	362.002	2.98285	391.403	389.458	2.78695	.....	0	0	0	.............
1696045	407.508	360.915	2.98505	394.024	392.043	2.78723	.....	0	0	0	.............
1696049	405.049	359.987	2.99117	395.514	395.267	2.7788	.....	0	0	0	.............
1696053	403.584	358.643	2.99176	396.749	397.489	2.77107	.....	0	0	0	.............
1696057	402.18	356.943	2.99112	397.534	397.889	2.76377	.....	0	0	0	.............
1696061	400.358	357.733	2.99252	398.577	398.579	2.75832	.....	0	0	0	.............
EFIX	R	1695937	1696065	128	388.453	379.564	0
1696065	398.429	356.564	2.98859	399.137	399.412	2.7566	.....	0	0	0	.............
1696069	397.675	356.601	2.98838	400.843	400.734	2.75638	.....	0	0	0	.............
SFIX	R	1696069
1696073	396.282	355.324	2.98871	400.069	401.872	2.75701	.....	0	0	0	.............
1696077	395.935	355.251	2.98817	400.974	402.27	2.75436	.....	0	0	0	.............
1696081	394.625	354.296	2.98919	401.392	401.822	2.75685	.....	0	0	0	.............
1696085	393.423	352.788	2.9895	402.297	399.356	2.75772	.....	0	0	0	.............
1696089	392.389	351.871	2.99141	402.627	397.119	2.75904	.....	0	0	0	.............
1696093	391.449	351.528	2.99276	403.424	392.677	2.75758	.....	0	0	0	.............
1696097	390.228	350.696	2.99109	403.113	387.149	2.75769	.....	0	0	0	.............
1696101	390.341	349.165	2.99746	403.189	386.442	2.75566	.....	0	0	0	.............
1696105	391.083	348.877	2.99738	403.615	384.443	2.75914	.....	0	0	0	.............
1696109	391.152	349.04	3.00334	403.915	381.358	2.75736	.....	0	0	0	.............
1696113	388.912	348.965	2.99728	403.809	379.558	2.75426	.....	0	0	0	.............
1696117	389.69	350.297	2.99709	404.689	379.293	2.75175	.....	0	0	0	.............
1696121	388.006	350.079	2.99842	404.293	377.767	2.75662	.....	0	0	0	.............
1696125	385.902	350.39	2.99738	404.821	376.365	2.75697	.....	0	0	0	.............
1696129	386.14	350.986	2.99835	404.974	376.114	2.75557	.....	0	0	0	.............
1696133	384.288	351.763	3.00237	404.936	375.774	2.76046	.....	0	0	0	.............
1696137	382.107	351.009	3.00507	404.681	374.927	2.7611	.....	0	0	0	.............
1696141	382.219	350.214	3.00433	405.507	375.151	2.76362	.....	0	0	0	.............
1696145	379.989	349.462	3.00772	405.826	374.763	2.75858	.....	0	0	0	.............
1696149	379.428	348.96	3.00697	406.4	374.447	2.76144	.....	0	0	0	.............
1696153	377.979	347.397	3.00806	406.277	373.559	2.7603	.....	0	0	0	.............
1696157	378.847	346.62	3.01284	404.69	373.59	2.76018	.....	0	0	0	.............
1696161	376.981	345.357	3.01264	405.424	373.147	2.7613	.....	0	0	0	.............
1696165	376.32	344.093	3.01181	404.566	372.953	2.76219	.....	0	0	0	.............
1696169	377.041	344.143	3.01117	403.448	372.71	2.76206	.....	0	0	0	.............
1696173	376.721	344.431	3.01155	402.439	372.549	2.764	.....	0	0	0	.............
1696177	377.136	342.792	3.01215	401.115	373.019	2.76201	.....	0	0	0	.............
1696181	377.703	343.695	3.01204	400.894	374.222	2.7646	.....	0	0	0	.............
1696185	378.067	343.871	3.01103	399.181	374.951	2.76735	.....	0	0	0	.............
1696189	378.768	344.967	3.01024	397.702	376.043	2.76999	.....	0	0	0	.............
1696193	378.336	345.595	3.00973	396.208	376.225	2.77005	.....	0	0	0	.............
1696197	379.012	347.28	3.0077	395.182	377.303	2.77293	.....	0	0	0	.............
1696201	379.487	348.121	3.00845	395.331	378.641	2.77034	.....	0	0	0	.............
1696205	380.819	349.5	3.00564	396.47	380.889	2.76999	.....	0	0	0	.............
EFIX	R	1696069	1696209	140	403.203	379.847	0
EFIX	L	1695129	1696208	1079	401.604	360.171	0
1696209	384.247	350.225	3.00551	413.267	383.147	2.76821	.....	0	0	0	.............
1696213	439.833	350.158	3.00486	469.348	385.549	2.76579	.....	0	0	0	.............
SFIX	R	1696213
SFIX	L	1696213
1696217	479.596	349.051	3.00406	515.01	389.258	2.76155	.....	0	0	0	.............
1696221	489.622	350.297	3.00166	517.396	391.056	2.75523	.....	0	0	0	.............
1696225	489.232	349.811	2.9982	511.85	393.372	2.75386	.....	0	0	0	.............
1696229	486.783	350.107	2.99401	486.551	396.652	2.75594	.....	0	0	0	.............
1696233	489.101	349.799	2.99279	469.56	399.289	2.75683	.....	0	0	0	.............
1696237	488.629	350.408	2.99204	478.513	401.035	2.75482	.....	0	0	0	.............
1696241	485.939	350.137	2.99156	477.66	403.744	2.75368	.....	0	0	0	.............
1696245	487.282	349.92	2.98761	478.799	405.396	2.75535	.....	0	0	0	.............
1696249	487.75	349.457	2.98392	479.469	407.247	2.75428	.....	0	0	0	.............
1696253	488.479	349.49	2.97767	482.759	408.807	2.7568	.....	0	0	0	.............
1696257	490.067	349.479	2.97828	484.966	408.248	2.75655	.....	0	0	0	.............
1696261	490.58	349.78	2.9809	484.534	407.993	2.75836	.....	0	0	0	.............
1696265	490.56	349.835	2.98098	484.034	405.162	2.75803	.....	0	0	0	.............
1696269	491.497	351.202	2.97693	483.254	405.953	2.75791	.....	0	0	0	.............
1696273	491.733	351.436	2.97905	484.902	403.665	2.75598	.....	0	0	0	.............
1696277	492.845	351.451	2.98092	484.85	402.325	2.75441	.....	0	0	0	.............
1696281	493.266	351.063	2.98424	485.55	402.033	2.75533	.....	0	0	0	.............
1696285	493.28	350.94	2.98382	487.933	400.23	2.75663	.....	0	0	0	.............
1696289	493.473	351.276	2.98513	489.473	400.54	2.75979	.....	0	0	0	.............
1696293	493.649	351.258	2.98156	490.826	399.019	2.76353	.....	0	0	0	.............
1696297	493.081	351.539	2.97484	492.044	396.193	2.76373	.....	0	0	0	.............
1696301	493.545	351.734	2.9723	492.627	395.8	2.76544	.....	0	0	0	.............
1696305	492.222	352.835	2.97243	492.705	395.683	2.76607	.....	0	0	0	.............
1696309	490.909	353.104	2.97085	492.237	396.676	2.76926	.....	0	0	0	.............
1696313	489.392	353.11	2.97068	489.61	396.079	2.76541	.....	0	0	0	.............
1696317	488.954	353.599	2.96853	490.187	395.136	2.76244	.....	0	0	0	.............
1696321	487.745	353.808	2.96985	489.974	396.3	2.76526	.....	0	0	0	.............
1696325	485.983	354.585	2.96681	490.591	395.207	2.76488	.....	0	0	0	.............
1696329	486.272	354.043	2.96768	489.131	394.199	2.76375	.....	0	0	0	.............
1696333	484.18	353.263	2.96804	488.409	393.575	2.76371	.....	0	0	0	.............
1696337	483.082	353.092	2.96945	486.108	392.73	2.75997	.....	0	0	0	.............
1696341	481.77	354.016	2.9725	485.932	393.761	2.7571	.....	0	0	0	.............
1696345	480.634	353.651	2.9743	485.106	394.446	2.7534	.....	0	0	0	.............
1696349	480.613	351.633	2.97535	485.26	394.65	2.75186	.....	0	0	0	.............
1696353	480.85	349.58	2.97424	484.076	395.325	2.74812	.....	0	0	0	.............
1696357	480.926	346.993	2.97536	484.502	396.023	2.74403	.....	0	0	0	.............
1696361	480.79	346.277	2.97974	483.671	397.792	2.73968	.....	0	0	0	.............
1696365	480.273	344.304	2.98045	482.805	397.986	2.73764	.....	0	0	0	.............
1696369	480.547	340.692	2.97896	482.12	397.834	2.73652	.....	0	0	0	.............
1696373	479.12	341.917	2.97634	482.619	398.418	2.73821	.....	0	0	0	.............
1696377	478.824	342.372	2.97591	483.096	398.306	2.73609	.....	0	0	0	.............
1696381	479.109	340.174	2.97557	483.134	398.489	2.73862	.....	0	0	0	.............
1696385	478.98	338.464	2.97888	482.631	398.393	2.74173	.....	0	0	0	.............
1696389	478.83	338.074	2.98018	481.959	395.855	2.7444	.....	0	0	0	.............
1696393	478.884	338.193	2.98264	481.831	396.118	2.7516	.....	0	0	0	.............
1696397	477.999	339.114	2.97991	482.333	394.685	2.75544	.....	0	0	0	.............
1696401	478.21	339.647	2.97631	482.308	393.373	2.7531	.....	0	0	0	.............
1696405	478.492	339.441	2.9785	482.462	392.707	2.75572	.....	0	0	0	.............
1696409	479.391	338.976	2.97887	483.606	391.185	2.75519	.....	0	0	0	.............
1696413	479.711	339.889	2.97503	484.261	391.402	2.75235	.....	0	0	0	.............
1696417	481.764	339.967	2.97341	484.163	392.211	2.75282	.....	0	0	0	.............
1696421	482.763	340.273	2.97528	483.967	393.331	2.75049	.....	0	0	0	.............
