5	172117.052000	RECORDED BY: Zep1.14.1
5	172117.052000	EXPERIMENT: reading
5	172117.052000	RESEARCHER: JD
5	172117.052000	PARTICIPANT: dummy
5	172117.052000	SESSION: 2
5	172117.052000	LIST: 1
5	172117.052000	RECORDING: 1
5	172117.052000	DISPLAY_COORDS 0 0 1919 1079
5	172162.078000	Text Reading Experiment
5	172168.062000	trialbeg 004 1 004 FILL
5	172174.179000	plafile FILL004.bmp
5	174739.917000	SYNCTIME 0
5	174745.893000	0 DISPLAY ON
5	181024.788000	trialend 004 1 004 FILL
5	181030.756000	trialbeg 001 2 001 CNDA
5	181036.795000	plafile CNDA001.bmp
0	182522.326000	464.606805	317.320560	2.707465
1	182522.326000	534.914205	341.488496	2.598503
0	182526.325000	464.905539	317.017816	2.706314
1	182526.325000	537.493055	340.676062	2.596947
0	182530.324000	465.216286	317.704891	2.704505
1	182530.324000	535.899958	341.156207	2.598137
0	182534.325000	466.047630	321.041763	2.702709
1	182534.325000	536.330806	341.631242	2.599959
0	182538.326000	467.502424	320.143165	2.700152
1	182538.326000	537.783836	342.811638	2.599715
0	182542.327000	466.819848	321.831853	2.697969
1	182542.327000	535.604136	343.538849	2.602181
0	182546.327000	468.807681	324.421866	2.697870
1	182546.327000	534.590812	343.319261	2.604516
0	182550.328000	469.086759	324.356714	2.697892
1	182550.328000	535.171057	344.295605	2.605771
0	182554.329000	470.063040	324.409774	2.695325
1	182554.329000	533.573013	345.496434	2.608610
0	182558.330000	471.301874	325.742991	2.696540
1	182558.330000	532.381137	346.104877	2.610591
0	182562.331000	471.710389	327.009084	2.693911
1	182562.331000	530.791843	346.863566	2.606370
0	182566.332000	472.442271	327.579280	2.693104
1	182566.332000	530.413169	347.220887	2.608873
0	182570.333000	473.550594	331.631094	2.696176
1	182570.333000	529.372913	348.104041	2.611314
0	182574.335000	474.043639	332.247175	2.699500
1	182574.335000	529.579528	348.421985	2.612259
0	182578.337000	474.286105	332.116919	2.698710
1	182578.337000	529.784600	348.233716	2.617282
0	182582.339000	474.045287	334.214762	2.702680
1	182582.339000	529.185345	347.877470	2.617984
0	182586.341000	474.238387	336.736034	2.704329
1	182586.341000	529.384342	347.354163	2.615134
0	182590.343000	474.170582	335.194909	2.702805
1	182590.343000	530.106052	346.773742	2.620927
0	182594.345000	473.859014	335.563392	2.703710
1	182594.345000	530.742790	347.361467	2.622844
0	182598.347000	473.910020	336.737310	2.703019
1	182598.347000	531.538112	346.813057	2.623899
0	182602.349000	473.521015	335.910360	2.702339
1	182602.349000	532.628569	345.065750	2.629930
0	182606.351000	473.699161	337.561444	2.704849
1	182606.351000	532.745948	345.810142	2.628505
0	182610.353000	473.339773	338.442113	2.703087
1	182610.353000	533.373351	346.090033	2.626208
0	182614.355000	473.121322	337.693420	2.701784
1	182614.355000	534.562400	344.478535	2.630386
0	182618.357000	473.122725	337.856425	2.704981
1	182618.357000	535.184402	343.728747	2.634664
0	182622.359000	473.238915	337.343787	2.705178
1	182622.359000	536.274595	343.060361	2.637992
0	182626.360000	473.182569	338.719446	2.707278
1	182626.360000	536.590710	343.158401	2.640706
0	182630.362000	473.697323	337.793751	2.708896
1	182630.362000	536.936476	342.024435	2.638653
0	182634.364000	473.405474	339.688312	2.710755
1	182634.364000	538.027358	341.457615	2.640194
0	182638.366000	473.679536	339.139288	2.710451
1	182638.366000	539.083015	340.043007	2.641496
0	182642.368000	473.328922	342.354619	2.715364
1	182642.368000	540.576819	338.892854	2.645184
5	182651.988000	SYNCTIME 0
5	182657.967000	0 DISPLAY ON
0	182646.370000	473.272386	341.561028	2.712913
1	182646.370000	540.770589	338.376497	2.645838
0	182650.372000	472.995811	343.227912	2.715393
1	182650.372000	541.018936	336.206051	2.646456
0	182654.374000	473.273421	342.005373	2.716120
1	182654.374000	541.729124	336.593468	2.649005
0	182658.376000	473.005328	340.952702	2.715968
1	182658.376000	541.677990	335.974491	2.648756
0	182662.378000	472.613256	341.859519	2.720934
1	182662.378000	540.986273	336.739720	2.649689
0	182666.380000	472.671358	342.444942	2.720662
1	182666.380000	542.103729	337.599485	2.654366
0	182670.382000	472.929387	343.875957	2.723692
1	182670.382000	542.291984	336.343834	2.652338
0	182674.384000	472.991434	344.168518	2.723010
1	182674.384000	543.074774	334.840209	2.655072
0	182678.386000	472.531064	342.009971	2.725769
1	182678.386000	543.195477	335.718998	2.654462
0	182682.387000	471.669136	342.577940	2.730203
1	182682.387000	542.331930	334.648554	2.658710
0	182686.389000	471.015222	342.682185	2.729377
1	182686.389000	542.258717	335.843792	2.658880
0	182690.391000	470.685785	340.928800	2.730465
1	182690.391000	541.474820	336.093759	2.660743
0	182694.393000	470.778341	340.526753	2.732770
1	182694.393000	541.364718	336.360589	2.662964
0	182698.395000	469.480900	338.531949	2.733913
1	182698.395000	541.940933	335.768731	2.661967
0	182702.397000	468.307649	339.232950	2.737605
1	182702.397000	540.792029	335.879686	2.664231
0	182706.399000	467.514757	339.855142	2.739255
1	182706.399000	541.282418	336.824923	2.664442
0	182710.401000	466.388255	339.565486	2.741153
1	182710.401000	539.022666	337.333120	2.664335
0	182714.403000	464.627300	336.983713	2.739699
1	182714.403000	538.662970	337.346467	2.665530
0	182718.405000	463.969674	337.631437	2.741207
1	182718.405000	538.901766	336.182690	2.668297
0	182722.407000	463.470864	338.505830	2.741471
1	182722.407000	537.418438	336.051159	2.667708
0	182726.409000	462.960764	337.396433	2.739897
1	182726.409000	538.040154	338.384474	2.670357
0	182730.411000	463.353248	338.863224	2.738478
1	182730.411000	535.731030	334.996544	2.668238
0	182734.413000	462.563271	340.399957	2.746910
1	182734.413000	535.004753	337.740366	2.669429
0	182738.413000	462.051270	341.501408	2.746569
1	182738.413000	533.093748	337.006536	2.669538
0	182742.413000	461.954545	342.555967	2.754226
1	182742.413000	532.536700	336.681170	2.666166
0	182746.413000	462.064887	344.422257	2.760140
1	182746.413000	532.941503	337.394933	2.668611
0	182750.413000	461.967363	345.197391	2.764431
1	182750.413000	532.315926	336.879973	2.665997
0	182754.413000	462.406706	345.648315	2.768705
1	182754.413000	534.677227	337.364758	2.667181
0	182758.413000	463.097030	347.293309	2.765165
1	182758.413000	536.146965	336.729547	2.670351
0	182762.413000	463.764365	346.693250	2.767149
1	182762.413000	536.219015	339.114795	2.672153
0	182766.413000	464.541628	346.258799	2.764603
1	182766.413000	536.424780	335.994627	2.673811
0	182770.412000	464.506879	346.364914	2.761452
1	182770.412000	537.133151	338.381922	2.675857
0	182774.410000	464.983420	345.438481	2.760178
1	182774.410000	538.924646	339.320465	2.676924
0	182778.408000	465.436408	344.666453	2.761383
1	182778.408000	540.409609	337.059442	2.674615
0	182782.406000	465.648873	342.760104	2.761829
1	182782.406000	542.420220	337.476620	2.670987
0	182786.405000	465.885208	342.916238	2.765562
1	182786.405000	544.167593	336.951319	2.671076
0	182790.403000	465.011555	340.617569	2.769474
1	182790.403000	544.363692	337.544588	2.672322
0	182794.401000	464.981508	339.253597	2.768892
1	182794.401000	545.962352	338.105837	2.670580
0	182798.399000	463.806074	338.692555	2.769654
1	182798.399000	545.940764	338.413596	2.671424
0	182802.398000	463.698849	337.782352	2.773322
1	182802.398000	546.777027	338.824581	2.669802
0	182806.396000	462.502710	336.760897	2.773272
1	182806.396000	546.508435	337.596319	2.665534
0	182810.394000	462.055233	336.006024	2.775501
1	182810.394000	547.633080	339.846645	2.667403
0	182814.392000	461.541106	335.495333	2.783465
1	182814.392000	548.329330	338.878586	2.666557
0	182818.391000	460.529943	335.925754	2.784972
1	182818.391000	548.639050	337.601915	2.660091
0	182822.389000	458.891312	336.026191	2.785319
1	182822.389000	548.733753	339.232071	2.660097
0	182826.387000	457.749564	336.233524	2.786387
1	182826.387000	548.662507	340.546809	2.661754
0	182830.385000	456.796007	335.847340	2.790237
1	182830.385000	547.708956	338.494947	2.659662
0	182834.384000	456.447210	337.009439	2.788700
1	182834.384000	547.492259	339.036882	2.662844
0	182838.382000	455.317026	336.164519	2.791799
1	182838.382000	547.585136	338.523013	2.665399
0	182842.380000	455.577500	336.172449	2.793535
1	182842.380000	546.562530	335.930619	2.669718
0	182846.378000	453.966180	336.008348	2.789357
1	182846.378000	545.361014	334.531140	2.671994
0	182850.377000	453.488821	335.807963	2.793250
1	182850.377000	545.258960	337.041458	2.670377
0	182854.375000	452.173482	335.149548	2.796800
1	182854.375000	544.304986	333.746300	2.673372
0	182858.373000	451.454528	336.091880	2.799910
1	182858.373000	544.225232	335.544590	2.671498
0	182862.371000	450.393377	333.800671	2.802696
1	182862.371000	542.542758	331.508283	2.671621
0	182866.369000	450.509214	333.900994	2.802147
1	182866.369000	541.891750	330.229223	2.670217
0	182870.368000	450.444292	334.642181	2.801167
1	182870.368000	540.599463	326.750417	2.668400
0	182874.366000	451.304739	336.628956	2.801769
1	182874.366000	540.108294	326.652472	2.666248
0	182878.364000	452.889687	336.414517	2.806213
1	182878.364000	540.837495	327.549809	2.661845
0	182882.362000	455.017926	339.764910	2.804366
1	182882.362000	541.677044	329.251290	2.655483
0	182886.361000	457.088663	347.443138	2.802060
1	182886.361000	543.732089	332.040097	2.647050
0	182890.359000	464.479810	374.460547	2.793418
1	182890.359000	548.743759	337.403623	2.641165
0	182894.357000	468.936549	489.857647	2.788300
1	182894.357000	555.246041	358.372999	2.641570
0	182898.355000	0.000000	0.000000	0.000000
1	182898.355000	599.008515	543.466890	2.633345
0	182902.354000	0.000000	0.000000	0.000000
1	182902.354000	0.000000	0.000000	0.000000
0	182906.352000	0.000000	0.000000	0.000000
1	182906.352000	0.000000	0.000000	0.000000
0	182910.350000	0.000000	0.000000	0.000000
1	182910.350000	0.000000	0.000000	0.000000
0	182914.348000	0.000000	0.000000	0.000000
1	182914.348000	0.000000	0.000000	0.000000
0	182918.347000	0.000000	0.000000	0.000000
1	182918.347000	0.000000	0.000000	0.000000
0	182922.345000	0.000000	0.000000	0.000000
1	182922.345000	0.000000	0.000000	0.000000
0	182926.343000	0.000000	0.000000	0.000000
1	182926.343000	0.000000	0.000000	0.000000
0	182930.341000	0.000000	0.000000	0.000000
1	182930.341000	0.000000	0.000000	0.000000
0	182934.340000	0.000000	0.000000	0.000000
1	182934.340000	0.000000	0.000000	0.000000
0	182938.338000	0.000000	0.000000	0.000000
1	182938.338000	0.000000	0.000000	0.000000
0	182942.334000	0.000000	0.000000	0.000000
1	182942.334000	0.000000	0.000000	0.000000
0	182946.331000	0.000000	0.000000	0.000000
1	182946.331000	0.000000	0.000000	0.000000
0	182950.327000	0.000000	0.000000	0.000000
1	182950.327000	0.000000	0.000000	0.000000
0	182954.323000	0.000000	0.000000	0.000000
1	182954.323000	0.000000	0.000000	0.000000
0	182958.320000	0.000000	0.000000	0.000000
1	182958.320000	0.000000	0.000000	0.000000
0	182962.316000	0.000000	0.000000	0.000000
1	182962.316000	0.000000	0.000000	0.000000
0	182966.313000	0.000000	0.000000	0.000000
1	182966.313000	0.000000	0.000000	0.000000
0	182970.311000	0.000000	0.000000	0.000000
1	182970.311000	0.000000	0.000000	0.000000
0	182974.309000	0.000000	0.000000	0.000000
1	182974.309000	0.000000	0.000000	0.000000
