MSG	1664009	RECORDED BY: Zep1.14.1
MSG	1664009	EXPERIMENT: reading
MSG	1664009	RESEARCHER: JD
MSG	1664009	PARTICIPANT: dummy
MSG	1664009	SESSION: 13
MSG	1664009	LIST: 1
MSG	1664009	RECORDING: 1
MSG	1664009	DISPLAY_COORDS 0 0 1919 1079
MSG	1716231	Text Reading Experiment
MSG	1716237	trialbeg 004 1 004 FILL
MSG	1716243	plafile FILL004.bmp
MSG	1718480	SYNCTIME -1
MSG	1718486	-1 DISPLAY ON
MSG	1723771	trialend 004 1 004 FILL
MSG	1723777	trialbeg 003 2 003 FILL
MSG	1723783	plafile FILL003.bmp
MSG	1725376	SYNCTIME -1
MSG	1725379	-1 DISPLAY ON
MSG	1730704	SYNCTIME -1
MSG	1730710	-1 DISPLAY ON
MSG	1733973	trialend 003 2 003 FILL
MSG	1733979	trialbeg 001 3 001 CNDA
MSG	1733985	plafile CNDA001.bmp
1735470	685.38	366.591	3.24749	679.124	369.343	2.92702	.....	0	0	0	.............
START	1735471	LEFT	RIGHT	SAMPLES	EVENTS
1735474	686.816	367.09	3.24806	677.836	362.822	2.92647	.....	0	0	0	.............
1735478	685.338	369.414	3.2454	677.184	362.738	2.92725	.....	0	0	0	.............
1735482	685.938	374.33	3.23772	677.767	356.967	2.93097	.....	0	0	0	.............
1735486	686.62	376.084	3.22474	677.575	356.142	2.93332	.....	0	0	0	.............
1735490	688.421	378.921	3.22159	675.945	356.467	2.93591	.....	0	0	0	.............
1735494	691.029	377.715	3.22202	676.685	364.533	2.93754	.....	0	0	0	.............
1735498	692.159	379.168	3.22513	674.257	367.769	2.93399	.....	0	0	0	.............
1735502	691.404	379.401	3.22066	674.008	361.891	2.93508	.....	0	0	0	.............
1735506	692.529	378.548	3.22195	676.956	352.376	2.93355	.....	0	0	0	.............
1735510	690.317	376.1	3.2306	675.507	357.298	2.93442	.....	0	0	0	.............
1735514	687.988	376.684	3.22824	676.057	359.282	2.93152	.....	0	0	0	.............
1735518	684.768	372.116	3.22701	675.63	355.235	2.93535	.....	0	0	0	.............
1735522	683.662	370.836	3.23027	679.183	360	2.93719	.....	0	0	0	.............
1735526	682.845	367.604	3.2284	678.166	358.057	2.94136	.....	0	0	0	.............
1735530	684.279	366.246	3.22378	676.155	360.465	2.94868	.....	0	0	0	.............
1735534	685.288	364.924	3.22736	679.32	366.18	2.95377	.....	0	0	0	.............
1735538	684.098	365.289	3.22932	679.715	363.244	2.95038	.....	0	0	0	.............
1735542	686.72	364.608	3.23012	680.457	358.134	2.9499	.....	0	0	0	.............
1735546	686.012	364.619	3.23309	681.233	356.2	2.95266	.....	0	0	0	.............
1735550	686.298	365.23	3.22722	681.528	360.029	2.9521	.....	0	0	0	.............
1735554	690.032	365.367	3.22606	681.245	360.83	2.95175	.....	0	0	0	.............
1735558	691.914	364.946	3.22525	680.64	361.127	2.95308	.....	0	0	0	.............
